year,month,tcc_mean,tcc_se,tclw_mean,tclw_se,tciw_mean,tciw_se,tcwv_mean,tcwv_se
2013,11,0.638043,0.000635454,0.0532936,0.000118428,0.0230046,5.7578e-05,23.3455,0.0510478
2013,12,0.635164,0.000670255,0.0531267,0.000125913,0.0223669,6.28353e-05,23.1696,0.0515088
2014,1,0.632727,0.000665418,0.0524603,0.000127272,0.0225619,6.72102e-05,23.1887,0.0517106
2014,2,0.634484,0.000688436,0.0529894,0.000138813,0.0222923,6.51552e-05,23.2876,0.0520754
2014,3,0.630877,0.000627619,0.0512252,0.000124767,0.0226021,5.99705e-05,23.8651,0.0524218
2014,4,0.636139,0.000617175,0.0513905,0.000120201,0.0227143,5.93459e-05,24.3727,0.0528104
2014,5,0.640735,0.000611094,0.0534256,0.000113717,0.0229406,5.76455e-05,24.8218,0.051514
2014,6,0.634899,0.000707771,0.0582649,0.000135241,0.0220245,6.35603e-05,25.7544,0.0523704
2014,7,0.632776,0.000727658,0.0610434,0.000141008,0.0212865,6.85038e-05,26.2847,0.0508192
2014,8,0.620146,0.000729479,0.0576787,0.000127248,0.0209554,6.18834e-05,26.1885,0.0510094
2014,9,0.621187,0.000680798,0.0547807,0.000113615,0.0218595,6.29611e-05,25.1662,0.0511183
2014,10,0.628137,0.000665963,0.0529672,0.00011109,0.0223123,5.84953e-05,24.1483,0.0510671
2014,11,0.642899,0.000628471,0.0535798,0.000127004,0.0225533,5.98533e-05,23.5017,0.0516112
2014,12,0.646219,0.000635057,0.0539151,0.000127341,0.0226526,6.38544e-05,23.587,0.0531287
2015,1,0.636835,0.000627786,0.0529996,0.00012832,0.0225037,6.66635e-05,23.23,0.0521045
2015,2,0.63409,0.000652643,0.0522692,0.000125853,0.0225075,6.3425e-05,23.6788,0.0523935
2015,3,0.632928,0.00061988,0.0522626,0.000128017,0.0228698,6.00473e-05,24.03,0.0524626
2015,4,0.63551,0.000633985,0.0506024,0.000110431,0.0226391,5.76863e-05,24.2991,0.0532954
2015,5,0.635526,0.000645041,0.0531692,0.000116671,0.0225923,5.96555e-05,24.9852,0.0527075
2015,6,0.632567,0.000695328,0.0578805,0.000131985,0.0221902,6.6369e-05,25.9149,0.0518369
2015,7,0.627697,0.000710252,0.0604609,0.00013938,0.0217489,6.71842e-05,26.5861,0.0504574
2015,8,0.624854,0.000705693,0.0588608,0.000131337,0.0216869,6.32687e-05,26.6018,0.0518426
2015,9,0.618598,0.000678609,0.055969,0.000123207,0.0220727,6.13741e-05,25.6756,0.0523042
2015,10,0.623099,0.000622871,0.0527157,0.000106697,0.0226006,5.92771e-05,24.8342,0.0525358
2015,11,0.636044,0.000626667,0.0537598,0.0001253,0.0226496,5.72546e-05,24.3874,0.053912
2015,12,0.641342,0.000607579,0.0532333,0.000128658,0.0228245,6.54724e-05,24.196,0.055168
2016,1,0.641501,0.000613939,0.0531008,0.000135865,0.0227612,6.51947e-05,24.0538,0.0546782
2016,2,0.63024,0.000654207,0.0531882,0.0001314,0.0224661,6.76412e-05,24.4893,0.0564483
2016,3,0.643904,0.000585532,0.0521662,0.000122695,0.0225225,5.76946e-05,25.0244,0.0564883
2016,4,0.634423,0.000602056,0.0517338,0.000118503,0.0227674,5.96502e-05,25.174,0.0547924
2016,5,0.638369,0.000605565,0.0542253,0.000114411,0.0226303,5.6415e-05,25.6301,0.0536044
2016,6,0.63318,0.000665171,0.0574337,0.000124805,0.0220036,6.10826e-05,26.2495,0.0510774
2016,7,0.630026,0.000706077,0.0595751,0.000133069,0.02133,6.23234e-05,26.981,0.0508738
2016,8,0.619299,0.000708773,0.0576002,0.000125858,0.0219162,6.70668e-05,26.7375,0.0523032
2016,9,0.625182,0.000702123,0.0569517,0.000119018,0.0215272,6.18969e-05,25.8162,0.0519944
2016,10,0.631515,0.000684941,0.0548691,0.00012141,0.0224143,6.08558e-05,24.3377,0.0518548
2016,11,0.639912,0.000639464,0.0524006,0.000119737,0.0228062,5.98181e-05,23.654,0.0519995
2016,12,0.639036,0.000648711,0.0525638,0.000120271,0.0225837,6.15303e-05,23.636,0.0528088
2017,1,0.630264,0.00066415,0.0521375,0.000127265,0.0223775,6.26205e-05,23.5752,0.0528875
2017,2,0.62404,0.000676029,0.05159,0.000118752,0.0221836,6.55493e-05,24.067,0.0529263
2017,3,0.625237,0.00065669,0.0502668,0.000122387,0.0226015,5.89112e-05,24.3706,0.053489
2017,4,0.621751,0.000643983,0.0502563,0.000111954,0.0227238,5.91836e-05,24.5084,0.0531279
2017,5,0.633674,0.000642563,0.0545834,0.000115417,0.0227076,5.91064e-05,25.2271,0.0526708
2017,6,0.629117,0.000680331,0.0559157,0.000125953,0.02196,6.51174e-05,25.9555,0.0514584
2017,7,0.622176,0.000734605,0.0582672,0.000135344,0.0214039,6.72713e-05,26.7042,0.0522753
2017,8,0.626234,0.000724632,0.0588256,0.000128662,0.0213009,6.15649e-05,26.6563,0.05235
2017,9,0.626322,0.000712766,0.0572112,0.000125862,0.0218397,6.20015e-05,25.5647,0.0522905
2017,10,0.633169,0.000687015,0.0552417,0.00012276,0.022474,6.08534e-05,24.5699,0.0521442
2017,11,0.641175,0.000658287,0.0533069,0.000121527,0.0226937,6.06364e-05,23.6252,0.0520045
2017,12,0.640066,0.000634229,0.0527679,0.000126154,0.0224165,6.20737e-05,23.4147,0.0523574
2018,1,0.630753,0.00066326,0.0521783,0.000132772,0.0221088,6.53411e-05,23.3651,0.0523766
2018,2,0.648428,0.000625793,0.053983,0.000130671,0.0229167,6.50923e-05,23.994,0.0517125
2018,3,0.626016,0.000668294,0.0505934,0.000116276,0.0228735,5.95407e-05,24.0006,0.0523747
2018,4,0.61896,0.000636908,0.0491006,0.000108439,0.0225122,5.69781e-05,24.3734,0.0522061
2018,5,0.627207,0.000651012,0.0517934,0.000111193,0.0225989,5.8598e-05,24.9167,0.0518331
2018,6,0.625236,0.000700429,0.056025,0.000126826,0.0218429,6.44222e-05,25.6857,0.0501439
2018,7,0.622168,0.00073495,0.0593737,0.000138657,0.0214168,6.60677e-05,26.7391,0.0518083
2018,8,0.622659,0.000735036,0.058146,0.000130129,0.0217267,6.71383e-05,26.4858,0.0515776
2018,9,0.618311,0.000692465,0.0549896,0.000116611,0.0219471,6.06379e-05,25.4432,0.0515926
2018,10,0.627206,0.000625209,0.0530859,0.000114056,0.0223267,5.73767e-05,24.4935,0.0508895
2018,11,0.642249,0.000613868,0.0529053,0.000120521,0.0227816,5.99436e-05,23.8443,0.0523219
2018,12,0.630526,0.000651612,0.05267,0.000134229,0.0225813,6.25572e-05,23.6382,0.0535225
2019,1,0.636706,0.000645756,0.0517319,0.000130884,0.0225574,6.50974e-05,23.6382,0.0539812
2019,2,0.624705,0.000671748,0.0519639,0.00014278,0.0228966,7.02036e-05,23.8941,0.0529929
2019,3,0.624622,0.000630955,0.0495121,0.000120594,0.0226639,6.23764e-05,24.2462,0.0539211
2019,4,0.634776,0.000624258,0.0510657,0.000115342,0.0228316,5.79894e-05,24.6776,0.0535942
2019,5,0.629947,0.000641193,0.0528486,0.000119266,0.0224827,5.81361e-05,25.199,0.0525469
2019,6,0.635612,0.000687641,0.0575221,0.000128279,0.0223978,6.31006e-05,26.2197,0.0523037
2019,7,0.623875,0.000724724,0.0581538,0.000136314,0.0212224,6.32571e-05,26.8348,0.051537
2019,8,0.62067,0.00072399,0.0580071,0.000135428,0.0214349,6.77593e-05,26.7204,0.0529014
2019,9,0.620025,0.000688147,0.0548963,0.000117191,0.0216641,6.25117e-05,25.7087,0.0518879
2019,10,0.624103,0.000658636,0.0526238,0.000112594,0.0221644,5.66145e-05,24.5832,0.0514043
2019,11,0.6381,0.00064105,0.0526089,0.000119285,0.0227778,5.97856e-05,23.8702,0.0521458
2019,12,0.638041,0.000629477,0.0522706,0.000118765,0.0223554,6.0272e-05,23.5888,0.0526297
2020,1,0.643139,0.000608236,0.0535832,0.000129663,0.0224411,6.2234e-05,24.1498,0.0538644
2020,2,0.631939,0.000642359,0.0531411,0.00012918,0.0225503,6.73396e-05,24.359,0.0549772
2020,3,0.631109,0.000635612,0.0517204,0.000122847,0.0227772,5.91554e-05,24.4784,0.053593
2020,4,0.624821,0.00059907,0.0495476,0.000111823,0.0225147,5.61336e-05,24.6524,0.0531009
2020,5,0.62335,0.000634376,0.0526065,0.000112539,0.0224107,5.91781e-05,25.0471,0.0527218
2020,6,0.627909,0.000695723,0.0568588,0.00012694,0.0212602,6.22697e-05,26.0036,0.0513899
2020,7,0.627398,0.000720793,0.0593425,0.000136077,0.0211625,6.43374e-05,26.7652,0.0517944
2020,8,0.618583,0.000711468,0.0576926,0.000134667,0.0212261,6.52605e-05,26.4692,0.0520359
2020,9,0.614241,0.000709658,0.0551896,0.000123153,0.0212885,6.0779e-05,25.5839,0.0519798
2020,10,0.623131,0.000698719,0.0539463,0.000128674,0.0222069,6.21482e-05,24.4828,0.0520134
2020,11,0.627548,0.000654665,0.0528184,0.000118811,0.0222582,6.02847e-05,23.6243,0.0512233
2020,12,0.631077,0.000670608,0.0526036,0.000125865,0.0220045,6.44659e-05,23.3668,0.0521889
2021,1,0.63181,0.000680474,0.0525209,0.000127359,0.0220559,6.61376e-05,23.3453,0.0526808
2021,2,0.623926,0.000666758,0.051972,0.000129114,0.0222124,6.9701e-05,23.4546,0.0519188
2021,3,0.62115,0.000664674,0.0505837,0.000120581,0.0219976,5.61332e-05,23.7699,0.0520436
2021,4,0.624065,0.000625914,0.0498832,0.000122781,0.0224633,5.41644e-05,24.1239,0.0519165
2021,5,0.625582,0.000642397,0.0525483,0.000114174,0.0229712,6.01376e-05,24.5722,0.0511675
2021,6,0.62691,0.000662411,0.054097,0.000117128,0.0217851,6.09589e-05,25.4895,0.0493131
2021,7,0.623692,0.000715169,0.0577223,0.000129964,0.0213077,6.52297e-05,26.6061,0.0512848
2021,8,0.616172,0.000737097,0.0578141,0.000130069,0.0206169,6.31159e-05,26.265,0.0509693
2021,9,0.617651,0.000706932,0.0553927,0.000115113,0.0218812,6.25456e-05,25.5519,0.0518373
2021,10,0.621289,0.000658547,0.0540368,0.000123474,0.0221504,5.91123e-05,24.3135,0.0513925
2021,11,0.629103,0.000658868,0.0514032,0.000119235,0.0220574,6.16413e-05,23.4794,0.0515698
2021,12,0.633921,0.000640343,0.0521967,0.000122147,0.0223409,6.50624e-05,23.4737,0.0520125
2022,1,0.628117,0.000658178,0.0507826,0.000128091,0.0226651,6.85046e-05,23.1272,0.0503809
2022,2,0.610082,0.000717856,0.0509083,0.000134928,0.0221118,6.84768e-05,23.2659,0.0517736
2022,3,0.617815,0.000654423,0.049909,0.00012111,0.0223135,6.15004e-05,23.8033,0.0529574
2022,4,0.623649,0.000640042,0.0511271,0.000116672,0.0221818,5.82545e-05,24.2383,0.0521522
2022,5,0.625352,0.000661739,0.052751,0.000117708,0.022416,5.94658e-05,24.4321,0.0504556
2022,6,0.622973,0.000675091,0.0551117,0.000118812,0.0217183,6.08453e-05,25.2405,0.048576
2022,7,0.629123,0.000703712,0.0590797,0.000128345,0.0210837,6.43797e-05,26.7073,0.0514587
2022,8,0.626609,0.000707006,0.0580916,0.000126681,0.0211229,6.3417e-05,26.4754,0.0508305
2022,9,0.61987,0.000703197,0.0550905,0.000113547,0.0218492,6.19088e-05,25.2718,0.0503368
2022,10,0.622486,0.000672232,0.0526667,0.000110131,0.0220942,6.02264e-05,24.1623,0.0507672
2022,11,0.631747,0.000658689,0.0529988,0.000121408,0.022063,5.98225e-05,23.2856,0.0502753
2022,12,0.621071,0.000653687,0.0519905,0.000122041,0.0223555,6.14926e-05,23.2246,0.0500321
2023,1,0.616256,0.000677231,0.0516949,0.000122917,0.021566,6.59291e-05,23.2234,0.0512751
2023,2,0.620577,0.000682727,0.0506904,0.000132004,0.0219975,6.73221e-05,23.5931,0.0526392
2023,3,0.622039,0.000634364,0.0498078,0.000117301,0.0218312,5.60647e-05,23.8851,0.0509361
2023,4,0.620947,0.000602213,0.049086,0.000108029,0.0219801,5.40701e-05,24.5077,0.0524791
2023,5,0.630485,0.000611499,0.0519141,0.000110457,0.0225158,5.72747e-05,25.3955,0.0527223
2023,6,0.622303,0.000671138,0.0543057,0.000114772,0.021522,6.20897e-05,26.0397,0.0508397
2023,7,0.619908,0.000702651,0.0576526,0.000127877,0.0207428,6.58539e-05,27.2638,0.0529607
2023,8,0.610168,0.000707115,0.0563625,0.000123922,0.0209987,6.50619e-05,27.0934,0.0524274
2023,9,0.606794,0.000681469,0.0537967,0.000112713,0.021335,6.22894e-05,26.4128,0.0534956
2023,10,0.61763,0.000665687,0.0528552,0.000112991,0.0218066,6.13035e-05,25.0196,0.0522869
2023,11,0.633605,0.000609236,0.0519312,0.000112264,0.022329,6.09821e-05,24.5592,0.0535479
2023,12,0.635263,0.000626097,0.0518347,0.000119326,0.0223884,6.28945e-05,24.3233,0.0549594
2024,1,0.63492,0.000620112,0.0519118,0.000127383,0.0224484,6.5795e-05,24.2674,0.0554758
2024,2,0.633827,0.000611629,0.0524404,0.000130056,0.0220824,6.15457e-05,24.7321,0.0557258
2024,3,0.634607,0.000597273,0.0513894,0.000118183,0.022248,6.02554e-05,25.1425,0.0564723
2024,4,0.636741,0.000616081,0.051926,0.000119447,0.0223363,5.95713e-05,25.4637,0.0556501
2024,5,0.626865,0.000653871,0.0535126,0.000118762,0.0222918,6.40224e-05,25.8181,0.0548844
2024,6,0.629184,0.000684574,0.0556129,0.0001238,0.0216777,6.57004e-05,26.4179,0.0519278
2024,7,0.624524,0.000717601,0.0587721,0.000140074,0.0213069,6.69924e-05,27.3143,0.0531395
2024,8,0.610883,0.000701606,0.0562768,0.000122395,0.0210219,6.32001e-05,27.2924,0.0534201
2024,9,0.612147,0.000688881,0.0551658,0.000115826,0.0212418,6.51131e-05,26.3817,0.0533083
2024,10,0.62081,0.000637062,0.0519262,0.00010923,0.0219885,5.64894e-05,24.9926,0.0521975
2024,11,0.624659,0.000645107,0.0520451,0.000114964,0.0219499,5.97597e-05,24.1521,0.0528378
2024,12,0.628244,0.00063582,0.0517116,0.000123098,0.0215753,6.30681e-05,23.9915,0.0542895
2025,1,0.617736,0.000653222,0.0498588,0.000120456,0.0217487,6.34115e-05,23.6138,0.0531162
2025,2,0.6212,0.000657839,0.0511702,0.000133381,0.0216952,6.67601e-05,23.9327,0.0533168
2025,3,0.614873,0.000642835,0.0501079,0.000116741,0.0218467,5.85748e-05,24.4972,0.0537298
2025,4,0.626825,0.000637455,0.0515125,0.000109548,0.0220501,5.83805e-05,24.98,0.0536622
2025,5,0.624488,0.000636405,0.0525342,0.000111512,0.022191,5.87671e-05,25.4686,0.0532814
2025,6,0.623049,0.000694042,0.0563469,0.000125478,0.0213841,6.41321e-05,25.9934,0.0511635
2025,7,0.620758,0.00070932,0.0574057,0.000131533,0.0207766,6.60926e-05,26.9145,0.0519106
2025,8,0.613949,0.000698978,0.0565678,0.000124492,0.0210634,6.20482e-05,26.7201,0.051439
